
"STM32F100C4","LQFP 48 7x7x1.4","Active","24","16","4","-","6x16-bit (16/16/21)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","10x12-bit","2x12-bit","37(37)","1xSPI;1xI2C;CEC;2xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100C6","LQFP 48 7x7x1.4","Active","24","32","4","-","6x16-bit (16/16/21)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","10x12-bit","2x12-bit","37(37)","1xSPI;1xI2C;CEC;2xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100C8","LQFP 48 7x7x1.4","Active","24","64","8","-","7x16-bit (18/18/21)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","10x12-bit","2x12-bit","37(37)","2xSPI;2xI2C;CEC;3xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100CB","LQFP 48 7x7x1.4","Active","24","128","8","-","7x16-bit (18/18/21)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","10x12-bit","2x12-bit","37(37)","2xSPI;2xI2C;CEC;3xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100R4","LQFP 64 10x10x1.4; TFBGA 64 5x5x1.2","Active","24","16","4","-","6x16-bit (16/16/21)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","16x12-bit","2x12-bit","51(51)","1xSPI;1xI2C;CEC;2xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100R6","LQFP 64 10x10x1.4; TFBGA 64 5x5x1.2","Active","24","32","4","-","6x16-bit (16/16/21)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","16x12-bit","2x12-bit","51(51)","1xSPI;1xI2C;CEC;2xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100R8","LQFP 64 10x10x1.4; TFBGA 64 5x5x1.2","Active","24","64","8","-","7x16-bit (20/20/23)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","16x12-bit","2x12-bit","51(51)","2xSPI;2xI2C;CEC;3xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100RB","LQFP 64 10x10x1.4; TFBGA 64 5x5x1.2","Active","24","128","8","-","7x16-bit (20/20/23)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","16x12-bit","2x12-bit","51(51)","2xSPI;2xI2C;CEC;3xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100RC","LQFP 64 10x10x1.4","Active","24","256","24","-","11x16-bit (26/26/27)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","51(51)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100RD","LQFP 64 10x10x1.4","Active","24","384","32","-","11x16-bit (26/26/27)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","51(51)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100RE","LQFP 64 10x10x1.4","Active","24","512","32","-","11x16-bit (26/26/27)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","51(51)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100V8","LQFP 100 14x14x1.4","Active","24","64","8","-","7x16-bit (20/20/26)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","16x12-bit","2x12-bit","80(80)","2xSPI;2xI2C;CEC;3xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100VB","LQFP 100 14x14x1.4","Active","24","128","8","-","7x16-bit (20/20/26)","-","2 x WDG, RTC, 24-bit down counter, 2x16-bitbasic timers","16x12-bit","2x12-bit","80(80)","2xSPI;2xI2C;CEC;3xUSART(IrDa, ISO7816)","2","3.6","1.7","358","-","No"
"STM32F100VC","LQFP 100 14x14x1.4","Active","24","256","24","-","11x16-bit (28/28/31)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","80(80)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100VD","LQFP 100 14x14x1.4","Active","24","384","32","-","11x16-bit (28/28/31)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","80(80)","3xSPI;2xI2C;CEC;5xUSART(IrDa,ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100VE","LQFP 100 14x14x1.4","Active","24","512","32","-","11x16-bit (28/28/31)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","80(80)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100ZC","LQFP 144 20x20x1.4","Active","24","256","24","-","11x16-bit (28/28/31)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","112(112)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100ZD","LQFP 144 20x20x1.4","Active","24","384","32","-","11x16-bit (28/28/31)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","112(112)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F100ZE","LQFP 144 20x20x1.4","Active","24","512","32","-","11x16-bit (28/28/31)","-","2xWDG, RTC, 24-bit down counter, 2x16-bit basictimers","16x12-bit","2x12-bit","112(112)","3xSPI;2xI2C;CEC;5xUSART(IrDa, ISO7816)","2","3.6","2.2","396","-","-"
"STM32F101C4","LQFP 48 7x7x1.4","Active","36","16","4","-","2x16-bit (8/8/8)","-","2 x WDG, RTC, 24-bit down counter","10x12-bit","No","36(36)","1xSPI;1xI2C;2xUSART(IrDa, ISO7816)","2","3.6","1.7","363","-","No"
"STM32F101C6","LQFP 48 7x7x1.4","Active","36","32","6","-","2x16-bit (8/8/8)","-","2 x WDG, RTC, 24-bit down counter","10x12-bit","No","36(36)","1xSPI;1xI2C;2xUSART(IrDa, ISO7816)","2","3.6","1.7","363","-","No"
